"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Peters",1985,87,"87_1","87_1_5","R","King_rat","M",NA,1.6,"ad_lib",23.59423566,66.06385985,10.34190449,1.241056796,1.871022888,1.436888952,4.548968636,17.695,"circ_leu",0,NA,5,0.314,NA,"87_1"
"Peters",1985,87,"87_1","87_1_6","R","King_rat","M",NA,1.6,"ad_lib",28.31308279,61.34501272,10.34190449,1.489268155,2.245227465,1.724266742,5.458762362,17.695,"circ_leu",0,NA,5,0.399,NA,"87_1"
"Peters",1985,87,"87_1","87_1_7","R","King_rat","M",NA,1.6,"ad_lib",33.03192992,56.62616558,10.34190449,1.737479514,2.619432043,2.011644532,6.368556089,17.695,"circ_leu",0,NA,5,0.455,NA,"87_1"
"Peters",1985,87,"87_1","87_1_8","R","King_rat","M",NA,1.6,"ad_lib",37.75077706,51.90731845,10.34190449,1.985690873,2.993636621,2.299022323,7.278349817,17.695,"circ_leu",0,NA,5,0.483,NA,"87_1"
"Peters",1985,87,"87_1","87_1_9","R","King_rat","M",NA,1.6,"ad_lib",42.46962419,47.18847132,10.34190449,2.233902232,3.367841198,2.586400113,8.188143543,17.695,"circ_leu",0,NA,5,0.625,NA,"87_1"
"Peters",1985,87,"87_1","87_1_10","R","King_rat","M",NA,1.6,"ad_lib",47.18847132,42.46962419,10.34190449,2.482113591,3.742045776,2.873777903,9.09793727,17.695,"circ_leu",0,NA,5,0.639,NA,"87_1"
"Peters",1985,87,"87_1","87_1_11","R","King_rat","M",NA,1.6,"ad_lib",51.90731845,37.75077706,10.34190449,2.730324951,4.116250353,3.161155694,10.007730998,17.695,"circ_leu",0,NA,5,0.683,NA,"87_1"
"Peters",1985,87,"87_1","87_1_12","R","King_rat","M",NA,1.6,"ad_lib",56.62616558,33.03192992,10.34190449,2.97853631,4.490454931,3.448533484,10.917524725,17.695,"circ_leu",0,NA,5,0.889,NA,"87_1"
"Peters",1985,87,"87_1","87_1_13","R","King_rat","M",NA,1.6,"ad_lib",61.34501272,28.31308279,10.34190449,3.226747669,4.864659508,3.735911274,11.827318451,17.695,"circ_leu",0,NA,5,0.868,NA,"87_1"
"Peters",1985,87,"87_1","87_1_14","R","King_rat","M",NA,1.6,"ad_lib",66.06385985,23.59423566,10.34190449,3.474959028,5.238864086,4.023289065,12.737112179,17.695,"circ_leu",0,NA,5,1.103,NA,"87_1"
"Peters",1985,87,"87_1","87_1_15","R","King_rat","M",NA,1.6,"ad_lib",70.78270698,18.87538853,10.34190449,3.723170387,5.613068663,4.310666855,13.646905905,17.695,"circ_leu",0,NA,5,1.109,NA,"87_1"
"Solon-Biet",2014,93,"93_1","93_1_1","M","C57Bl6_mouse","B",60,57,"ad_lib",5,75,20,0.263,0.3965,0.3045,0.964,13,"circ_leu",4,NA,4,9.485,4.698294017,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_2","M","C57Bl6_mouse","B",60,57,"ad_lib",5,48,48,0.263,0.3965,0.3045,0.964,17,"circ_leu",4,NA,7,11.57428571,1.989462718,"93_1"
