"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Margolis ",2016,40,"40_1","40_1_1","R","Sprague_Dawley_rat","M",12,16,"ad_lib",10.1,72,17.9,0.537,1.02,0.61,2.167,18.9,"circ_iso",0,NA,10,93.5,5.4,"40_1"
"Margolis ",2016,40,"40_1","40_1_2","R","Sprague_Dawley_rat","M",12,16,"ad_lib",33.8,44.96,21.21,1.99,3.62,2.26,7.87,19.3,"circ_iso",0,NA,10,96.9,11.7,"40_1"
"Nakagawa",1977,45,"45_1","45_1_1","R","unk_rat","F",NA,2,"pair_fed",14.45,65.9,19.64,0.41,0.75,0.55,1.71,17.4,"circ_iso",12,NA,3,0.97,NA,"45_1"
"Nakagawa",1977,45,"45_1","45_1_2","R","unk_rat","F",NA,2,"pair_fed",17.8,63.3,18.9,0.4,10.12,0.52,11.04,18.1,"circ_iso",12,NA,3,0.72,NA,"45_1"
"Nakagawa",1977,45,"45_3","45_3_1","R","unk_rat","F",NA,3,"pair_fed",14.45,65.9,19.64,0.41,0.75,0.55,1.71,17.4,"circ_iso",12,NA,6,0.77,NA,"45_3"
"Nakagawa",1977,45,"45_3","45_3_2","R","unk_rat","F",NA,3,"pair_fed",17.8,63.3,18.9,0.4,10.12,0.52,11.04,18.1,"circ_iso",12,NA,6,0.68,NA,"45_3"
"Nassl",2011,46,"46_1","46_1_1","M","C57Bl6_mouse",NA,NA,0.714286,"ad_lib",23,66,11,1.01,1.91,1.31,4.23,18,"circ_iso",0,NA,10,154.07,53.29,"46_1"
"Nassl",2011,46,"46_1","46_1_2","M","C57Bl6_mouse",NA,NA,0.714286,"ad_lib",48,32,20,2.11,3.98,2.76,8.85,20.3,"circ_iso",0,NA,10,204.7,57.7,"46_1"
"Nassl",2011,46,"46_2","46_2_1","M","C57Bl6_mouse",NA,NA,2.571429,"ad_lib",23,66,11,1.01,1.91,1.31,4.23,18,"circ_iso",0,NA,3,143,34.39,"46_2"
"Nassl",2011,46,"46_2","46_2_2","M","C57Bl6_mouse",NA,NA,2.571429,"ad_lib",48,32,20,2.11,3.98,2.76,8.85,20.3,"circ_iso",0,NA,3,264.67,87.09,"46_2"
"Noatsch ",2011,47,"47_1","47_1_1","M","C57Bl6_mouse",NA,NA,14,"ad_lib",21.3,67,11.8,1.1289,3.5358,1.065,5.7297,14.3,"circ_iso",2.5,NA,10,76,9,"47_1"
"Noatsch ",2011,47,"47_1","47_1_2","M","C57Bl6_mouse",NA,NA,14,"ad_lib",26,62.2,11.8,1.014,10.192,0.9672,12.1732,14.3,"circ_iso",2.5,NA,10,80,15,"47_1"
"Noatsch ",2011,47,"47_1","47_1_3","M","C57Bl6_mouse",NA,NA,14,"ad_lib",53.2,35.1,11.8,2.8728,9.7888,2.4472,15.1088,14.3,"circ_iso",2.5,NA,10,82,18,"47_1"
