"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Li",2013,60,"60_1","60_1_2","M","C57Bl6_mouse","M",NA,24,"ad_lib",15.03,31.38,53.59,0.71,1.29,0.94,2.94,22.1,"plas_ins",12,NA,7,22.302,8.548,"60_1"
"Li",2013,60,"60_1","60_1_3","M","C57Bl6_mouse","M",NA,24,"ad_lib",23,68.8,8.2,1.03,3.16,1.36,5.55,16.3,"plas_ins",12,NA,7,9.937,8.398,"60_1"
"Li",2013,60,"60_1","60_1_4","M","C57Bl6_mouse","M",NA,24,"ad_lib",16,31,52.98,0.71,2.43,0.94,4.08,22.3,"plas_ins",12,NA,7,11.799,4.399,"60_1"
"Li",2013,60,"60_1","60_1_5","M","C57Bl6_mouse","M",NA,24,"ad_lib",24.18,67.78,8.05,1.03,4.69,1.36,7.08,16.5,"plas_ins",12,NA,7,13.472,6.162,"60_1"
"Li",2013,60,"60_1","60_1_6","M","C57Bl6_mouse","M",NA,24,"ad_lib",16.95,30.67,52.38,0.71,3.55,0.94,5.2,22.6,"plas_ins",12,NA,7,11.013,6.331,"60_1"
"Li",2013,60,"60_1","60_1_7","M","C57Bl6_mouse","M",NA,24,"ad_lib",17.88,30.32,51.79,0.71,4.64,0.94,6.29,22.8,"plas_ins",12,NA,7,13.491,4.717,"60_1"
"Li",2013,60,"60_1","60_1_8","M","C57Bl6_mouse","M",NA,24,"ad_lib",25.33,66.75,7.92,1.03,6.16,1.36,8.55,16.8,"plas_ins",12,NA,7,12.103,4.202,"60_1"
"Bong",2010,78,"78_1","78_1_1","R","Sprague_Dawley_rat","M",21,8,"ad_lib",20,63,17,0.94,1.71,1.25,3.9,15.6,"plas_ins",0,NA,8,2.29,1.931398457,"78_1"
"Bong",2010,78,"78_1","78_1_2","R","Sprague_Dawley_rat","M",21,8,"ad_lib",20,20,60,0.94,1.71,1.25,3.9,21.3,"plas_ins",0,NA,8,2.33,1.53453576,"78_1"
"Bong",2010,78,"78_1","78_1_3","R","Sprague_Dawley_rat","M",21,8,"ad_lib",63,20,17,0.67,4.97,0.89,6.53,15.7,"plas_ins",0,NA,8,0.98,0.502692749,"78_1"
"Bong",2010,78,"78_1","78_1_4","R","Sprague_Dawley_rat","M",21,8,"ad_lib",63,20,17,1.51,4.81,1.93,8.25,15.7,"plas_ins",0,NA,8,1.66,0.899555446,"78_1"
"Bong",2010,78,"78_1","78_1_5","R","Sprague_Dawley_rat","M",21,8,"ad_lib",20,20,60,0.67,4.69,0.89,6.25,21.4,"plas_ins",0,NA,8,2.29,0.820182906,"78_1"
"Bong",2010,78,"78_1","78_1_6","R","Sprague_Dawley_rat","M",21,8,"ad_lib",20,20,60,1.5,4.64,1.93,8.07,21.1,"plas_ins",0,NA,8,2.07,1.19058809,"78_1"
"Fontana",2016,82,"82_1","82_1_1","M","C57Bl6_mouse","M",9,6,"ad_lib",7.1,74.4,18.5,0.23,0.74,0.24,1.21,16.31,"plas_ins",12,NA,8,0.431,0.113767306,"82_1"
"Fontana",2016,82,"82_1","82_1_2","M","C57Bl6_mouse","M",9,6,"ad_lib",22,59.4,18.6,0.7,2.29,0.76,3.75,16.31,"plas_ins",12,NA,8,0.55,0.16139083,"82_1"
"Fontana",2016,82,"82_4","82_4_1","M","C57Bl6_mouse","M",9,7,"ad_lib",7.1,74.4,18.5,0.23,0.74,0.24,1.21,16.31,"plas_ins",12,NA,10,0.214,0.033,"82_4"
"Fontana",2016,82,"82_4","82_4_2","M","C57Bl6_mouse","M",9,7,"ad_lib",22,59.4,18.6,0.7,2.29,0.76,3.75,16.31,"plas_ins",12,NA,10,0.223,0.057,"82_4"
"Noguchi ",2010,84,"84_1","84_1_1","M","C57Bl6_mouse","M",10,8,"ad_lib",17.82,29.46,52.72,0.82,1.47,1.07,3.36,21.5,"plas_ins",3,NA,9,3.7,1.414213562,"84_1"
"Noguchi ",2010,84,"84_1","84_1_2","M","C57Bl6_mouse","M",10,8,"ad_lib",17.9,29.37,52.72,0.95,1.75,1.18,3.88,21.5,"plas_ins",3,NA,9,2.7,1.414213562,"84_1"
"Noguchi ",2010,84,"84_1","84_1_3","M","C57Bl6_mouse","M",10,8,"ad_lib",18.04,29.27,52.7,1.08,2.03,1.3,4.41,21.5,"plas_ins",3,NA,9,2.1,0.848528137,"84_1"
"Noguchi ",2010,84,"84_1","84_1_4","M","C57Bl6_mouse","M",10,8,"ad_lib",18.26,29.09,52.72,1.35,2.58,1.53,5.46,21.5,"plas_ins",3,NA,9,1.8,0.848528137,"84_1"
"Solon-Biet",2014,93,"93_1","93_1_1","M","C57Bl6_mouse","B",60,57,"ad_lib",5,75,20,0.263,0.3965,0.3045,0.964,13,"plas_ins",4,NA,8,0.18075,0.056512325,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_2","M","C57Bl6_mouse","B",60,57,"ad_lib",5,48,48,0.263,0.3965,0.3045,0.964,17,"plas_ins",4,NA,8,0.192428571,0.081751365,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_3","M","C57Bl6_mouse","B",60,57,"ad_lib",5,20,75,0.263,0.3965,0.3045,0.964,17,"plas_ins",4,NA,4,0.10175,0.058448695,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_4","M","C57Bl6_mouse","B",60,57,"ad_lib",5,75,20,0.263,0.3965,0.3045,0.964,17,"plas_ins",4,NA,6,0.1248,0.038854858,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_5","M","C57Bl6_mouse","B",60,57,"ad_lib",14,57,29,0.7364,1.1102,0.8526,2.6992,8,"plas_ins",4,NA,5,0.1374,0.074513757,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_6","M","C57Bl6_mouse","B",60,57,"ad_lib",14,29,57,0.7364,1.1102,0.8526,2.6992,8,"plas_ins",4,NA,5,0.1882,0.105086631,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_7","M","C57Bl6_mouse","B",60,57,"ad_lib",14,57,29,0.7364,1.1102,0.8526,2.6992,13,"plas_ins",4,NA,8,0.27425,0.064146596,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_8","M","C57Bl6_mouse","B",60,57,"ad_lib",14,29,57,0.7364,1.1102,0.8526,2.6992,13,"plas_ins",4,NA,5,0.2138,0.100894499,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_9","M","C57Bl6_mouse","B",60,57,"ad_lib",23,38,38,1.2098,1.8239,1.4007,4.4344,8,"plas_ins",4,NA,5,0.1918,0.079923088,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_10","M","C57Bl6_mouse","B",60,57,"ad_lib",14,57,29,0.7364,1.1102,0.8526,2.6992,17,"plas_ins",4,NA,10,0.285875,0.131805525,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_11","M","C57Bl6_mouse","B",60,57,"ad_lib",14,29,57,0.7364,1.1102,0.8526,2.6992,17,"plas_ins",4,NA,8,0.387666667,0.186980926,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_12","M","C57Bl6_mouse","B",60,57,"ad_lib",33,20,47,1.7358,2.6169,2.0097,6.3624,8,"plas_ins",4,NA,5,0.1808,0.075181115,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_13","M","C57Bl6_mouse","B",60,57,"ad_lib",33,47,20,1.7358,2.6169,2.0097,6.3624,8,"plas_ins",4,NA,5,0.21325,0.069442422,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_14","M","C57Bl6_mouse","B",60,57,"ad_lib",23,38,38,1.2098,1.8239,1.4007,4.4344,13,"plas_ins",4,NA,8,0.21725,0.076736562,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_15","M","C57Bl6_mouse","B",60,57,"ad_lib",42,29,29,2.2092,3.3306,2.5578,8.0976,8,"plas_ins",4,NA,7,0.186285714,0.106787506,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_16","M","C57Bl6_mouse","B",60,57,"ad_lib",23,38,38,1.2098,1.8239,1.4007,4.4344,17,"plas_ins",4,NA,6,0.530333333,0.334407935,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_17","M","C57Bl6_mouse","B",60,57,"ad_lib",33,20,47,1.7358,2.6169,2.0097,6.3624,13,"plas_ins",4,NA,9,0.223333333,0.054726593,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_18","M","C57Bl6_mouse","B",60,57,"ad_lib",33,47,20,1.7358,2.6169,2.0097,6.3624,13,"plas_ins",4,NA,9,0.270333333,0.136792726,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_19","M","C57Bl6_mouse","B",60,57,"ad_lib",60,20,20,3.156,4.758,3.654,11.568,8,"plas_ins",4,NA,6,0.10575,0.032170121,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_20","M","C57Bl6_mouse","B",60,57,"ad_lib",42,29,29,2.2092,3.3306,2.5578,8.0976,13,"plas_ins",4,NA,8,0.17325,0.100168073,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_21","M","C57Bl6_mouse","B",60,57,"ad_lib",33,20,47,1.7358,2.6169,2.0097,6.3624,17,"plas_ins",4,NA,9,0.249875,0.078344363,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_22","M","C57Bl6_mouse","B",60,57,"ad_lib",33,47,20,1.7358,2.6169,2.0097,6.3624,17,"plas_ins",4,NA,9,0.318,0.23169068,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_23","M","C57Bl6_mouse","B",60,57,"ad_lib",42,29,29,2.2092,3.3306,2.5578,8.0976,17,"plas_ins",4,NA,7,0.43,0.216112008,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_24","M","C57Bl6_mouse","B",60,57,"ad_lib",60,20,20,3.156,4.758,3.654,11.568,13,"plas_ins",4,NA,7,0.139166667,0.061349545,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_25","M","C57Bl6_mouse","B",60,57,"ad_lib",60,20,20,3.156,4.758,3.654,11.568,17,"plas_ins",4,NA,7,0.233666667,0.161664674,"93_1"
"Solon-Biet",2019,94,"94_1","94_1_1","M","C57Bl6_mouse","B",780,777,"ad_lib",18,64,18,0.1728,0.3132,0.2268,0.7128,14.3,"plas_ins",4,NA,8,0.83625,0.433455798,"94_1"
"Solon-Biet",2019,94,"94_1","94_1_2","M","C57Bl6_mouse","B",780,777,"ad_lib",18,64,18,0.432,0.783,0.567,1.782,14.3,"plas_ins",4,NA,14,2.395,1.574761276,"94_1"
"Solon-Biet",2019,94,"94_1","94_1_3","M","C57Bl6_mouse","B",780,777,"ad_lib",18,64,18,0.864,1.566,1.134,3.564,14.3,"plas_ins",4,NA,19,1.678947368,1.36108982,"94_1"
"Solon-Biet",2019,94,"94_1","94_1_4","M","C57Bl6_mouse","B",780,777,"ad_lib",18,64,18,1.728,3.132,2.268,7.128,14.3,"plas_ins",4,NA,14,1.905,0.862855278,"94_1"
"Morens",2005,96,"96_1","96_1_1","R","Wistar_rat","M",NA,2,"ad_lib",20.4,19.4,60.2,1.07304,1.61772,1.24236,3.93312,16.8,"plas_ins",0,NA,6,2.15,0.469574275,"96_1"
"Morens",2005,96,"96_1","96_1_2","R","Wistar_rat","M",NA,2,"ad_lib",23,63,14,1.2098,1.8239,1.4007,4.4344,16.8,"plas_ins",0,NA,6,2.33,0.559016994,"96_1"
"Morens",2005,96,"96_1","96_1_3","R","Wistar_rat","M",NA,2,"ad_lib",34.7,5.1,60.2,1.82522,2.75171,2.11323,6.69016,16.8,"plas_ins",0,NA,6,2.58,0.760263112,"96_1"
"Cummings",2018,99,"99_1","99_1_1","M","C57Bl6_mouse","M",18,5,"ad_lib",15.2,42.7,42.1,0.787,1.187,0.911,2.885,18.828,"plas_ins",16,NA,5,0.741,0.146,"99_1"
"Cummings",2018,99,"99_1","99_1_2","M","C57Bl6_mouse","M",18,5,"ad_lib",18.3,39.8,41.9,1.51,2.455,1.784,5.749,19.246,"plas_ins",16,NA,5,0.879,0.202,"99_1"
"Cummings",2018,99,"99_2","99_2_1","M","C57Bl6_mouse","M",18,5,"ad_lib",20.2,39,40.9,0.215220107,0.700736332,0.23174291,1.147699349,19.246,"plas_ins",16,NA,5,0.348,0.154,"99_2"
"Cummings",2018,99,"99_2","99_2_2","M","C57Bl6_mouse","M",18,5,"ad_lib",21.4,37.8,40.8,1.319601843,4.297164975,1.421109677,7.037876495,19.246,"plas_ins",16,NA,5,0.898,0.17,"99_2"
