"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Filiputti ",2010,23,"23_1","23_1_2","R","Wistar_rat","M",3,12,"ad_lib",17.79,65.8,16.4,0.84,1.52,1.11,3.47,16.1,"weight",0,NA,10,327.5,39,"23_1"
"French",2017,24,"24_1","24_1_1","R","Zucker_Lean_rat","M",12,12,"ad_lib",21.6,65.4,13,1.01,1.82,1.33,4.16,15.9,"weight",0,NA,8,492,21.6,"24_1"
"French",2017,24,"24_1","24_1_2","R","Zucker_Lean_rat","M",12,12,"ad_lib",42.6,44.3,13.1,2.01,3.65,2.67,8.33,15.9,"weight",0,NA,10,466,19.9,"24_1"
"Freudenberg",2012,25,"25_1","25_1_1","M","C57Bl6_mouse","M",10,20,"ad_lib",8.9,48.05,43.1,0.48,1.31,0.48,2.27,17.6,"weight",0,NA,10,44.518,2.484,"25_1"
"Freudenberg",2012,25,"25_1","25_1_2","M","C57Bl6_mouse","M",10,20,"ad_lib",14.24,42.64,43.1,0.38,8.07,0.4,8.85,17.6,"weight",0,NA,10,38.464,4.5,"25_1"
"Freudenberg",2012,25,"25_1","25_1_3","M","C57Bl6_mouse","M",10,20,"ad_lib",44.8,11.9,43.4,2.5,7.04,2.39,11.93,17.6,"weight",0,NA,10,33.48,2.373,"25_1"
"Freudenberg",2013,26,"26_1","26_1_1","M","C57Bl6_mouse","M",10,1,"ad_lib",8.9,48.05,43.1,0.48,1.31,0.48,2.27,17.6,"weight",0,NA,7,28.7,1.469693846,"26_1"
"Freudenberg",2013,26,"26_1","26_1_2","M","C57Bl6_mouse","M",10,1,"ad_lib",14.24,42.64,43.1,0.48,6.51,0.5,7.49,17.6,"weight",0,NA,7,27.6,1.224744871,"26_1"
"Freudenberg",2013,26,"26_1","26_1_3","M","C57Bl6_mouse","M",10,1,"ad_lib",44.8,11.9,43.4,2.5,7.04,2.39,11.93,17.6,"weight",0,NA,7,25.3,0.734846923,"26_1"
"Harper",1984,28,"28_1","28_1_1","R","Holtzman_rat","M",NA,1.857143,"ad_lib",14.13,74.7,11.1,1.134394942,0.298577367,1.134394942,2.567367251,17.1,"weight",0,NA,8,74.6,2.11,"28_1"
"Harper",1984,28,"28_1","28_1_2","R","Holtzman_rat","M",NA,1.857143,"ad_lib",14.6,74.4,11.1,1.134394942,0.597154733,1.134394942,2.865944617,17.1,"weight",0,NA,8,139.6,3.8,"28_1"
"Harper",1984,28,"28_1","28_1_3","R","Holtzman_rat","M",NA,1.857143,"ad_lib",14.6,74.2,11.1,1.134394942,0.796206311,1.134394942,3.064996195,17.1,"weight",0,NA,8,181.2,3.18,"28_1"
"Harper",1984,28,"28_1","28_1_4","R","Holtzman_rat","M",NA,1.857143,"ad_lib",15.5,73.4,11.1,1.134394942,1.691938411,1.134394942,3.960728295,17.1,"weight",0,NA,8,179.9,3.18,"28_1"
"Harper",1984,28,"28_1","28_1_5","R","Holtzman_rat","M",NA,1.857143,"ad_lib",16.2,72.7,11.1,1.134394942,2.388618933,1.134394942,4.657408817,17.1,"weight",0,NA,8,179.9,2.72,"28_1"
"Hashimoto",2004,29,"29_1","29_1_1","R","Wistar_rat","M",5,1,"ad_lib",19.86,69,11.1,0.95,1.75,1.15,3.85,17.1,"weight",0,NA,9,138.22,3.76,"29_1"
"Hashimoto",2004,29,"29_1","29_1_2","R","Wistar_rat","M",5,1,"ad_lib",59.58,29.31,11.1,2.86,5.27,3.45,11.58,17.1,"weight",0,NA,9,133.39,3.37,"29_1"
"Hashimoto",2004,29,"29_1","29_1_3","R","Wistar_rat","M",5,1,"ad_lib",27.59,61.3,11.1,2.86,5.3,3.46,11.62,17.1,"weight",0,NA,9,133.39,3.37,"29_1"
"Hashimoto",2004,29,"29_2","29_2_1","R","Wistar_rat","M",5,1,"ad_lib",19.86,69,11.1,0.95,1.75,1.15,3.85,17.1,"weight",0,NA,6,134.93,5.48,"29_2"
"Hashimoto",2004,29,"29_2","29_2_2","R","Wistar_rat","M",5,1,"ad_lib",21.76,67.13,11.1,2.86,1.76,1.15,5.77,17.1,"weight",0,NA,6,136.12,3.756594205,"29_2"
"Hashimoto",2004,29,"29_2","29_2_3","R","Wistar_rat","M",5,1,"ad_lib",22.16,66.7,11.1,0.95,1.76,3.6,6.31,17.1,"weight",0,NA,6,135.07,2.191346619,"29_2"
"Hashimoto",2004,29,"29_2","29_2_4","R","Wistar_rat","M",5,1,"ad_lib",23.36,65.5,11.1,0.95,5.3,1.15,7.4,17.1,"weight",0,NA,6,134.93,3.130495165,"29_2"
"Hashimoto",2004,29,"29_2","29_2_5","R","Wistar_rat","M",5,1,"ad_lib",59.58,29.31,11.1,2.86,5.27,3.45,11.58,17.1,"weight",0,NA,6,132.55,1.252198066,"29_2"
"Hashimoto",2004,29,"29_2","29_2_6","R","Wistar_rat","M",5,1,"ad_lib",27.59,61.3,11.1,2.86,5.3,3.46,11.62,17.1,"weight",0,NA,6,132.9,6.260990337,"29_2"
"Imamura ",2013,30,"30_1","30_1_1","R","Sprague_Dawley_rat","M",10,1,"ad_lib",6,78.1,15.8,0.57,1.04,0.76,2.37,16.9,"weight",0,1,6,368.761,39.7061428496931,"30_1"
"Imamura ",2013,30,"30_1","30_1_2","R","Sprague_Dawley_rat","M",10,1,"ad_lib",12.13,72.1,15.8,0.28,2.51,0.38,3.17,16.9,"weight",0,1,6,362.931,40.3427475503907,"30_1"
"Imamura ",2013,30,"30_1","30_1_3","R","Sprague_Dawley_rat","M",10,1,"ad_lib",8,76.1,15.8,0.57,3.04,0.76,4.37,16.9,"weight",0,1,6,368.315,41.4990149878724,"30_1"
"Imamura ",2013,30,"30_1","30_1_4","R","Sprague_Dawley_rat","M",10,1,"ad_lib",14.13,70.04,15.8,0.28,4.51,0.38,5.17,16.9,"weight",0,1,6,373.774,39.1584905225281,"30_1"
"Imamura ",2013,30,"30_1","30_1_5","R","Sprague_Dawley_rat","M",10,1,"ad_lib",10,74.12,15.8,0.57,5.04,0.76,6.37,16.9,"weight",0,1,6,344.126,40.935740435823,"30_1"
"Imamura ",2013,30,"30_1","30_1_6","R","Sprague_Dawley_rat","M",10,1,"ad_lib",16.1,68,15.8,1.89,3.42,2.5,7.81,16.9,"weight",0,1,6,377.863,41.129610013724,"30_1"
"Imamura ",2013,30,"30_1","30_1_7","R","Sprague_Dawley_rat","M",10,1,"ad_lib",40.6,43.5,15.9,0.28,8.51,0.38,9.17,16.9,"weight",0,1,6,374.666,39.2766190627242,"30_1"
"Imamura ",2013,30,"30_1","30_1_8","R","Sprague_Dawley_rat","M",10,1,"ad_lib",14,70.1,15.8,1.89,5.42,2.5,9.81,16.9,"weight",0,1,6,308.17,41.5289010200294,"30_1"
"Imamura ",2013,30,"30_1","30_1_9","R","Sprague_Dawley_rat","M",10,1,"ad_lib",42.6,41.5,15.9,0.57,9.04,0.76,10.37,16.9,"weight",0,1,6,370.148,40.6475785875255,"30_1"
"Imamura ",2013,30,"30_1","30_1_10","R","Sprague_Dawley_rat","M",10,1,"ad_lib",20.9,64,15.8,1.89,7.42,2.5,11.81,16.9,"weight",0,1,6,370.42,40.2295535645903,"30_1"
